"player","playerShort","birthday","height","weight","position","club","leagueCountry","refNum","goals","victories","defeats","yellowCards","games","redCards","rater1","rater2"
"Jermaine Pennant","jermaine-pennant","15.01.1983",173,64,"Right Midfielder","Wolverhampton Wanderers","England",69,0,1,0,0,1,0,0.5,0.5
"Matthew Etherington","matthew-etherington","14.08.1981",178,67,"Left Midfielder","Stoke City","England",69,1,1,0,0,1,0,0,0.25
"Phil Jagielka","phil-jagielka","17.08.1982",180,83,"Center Back","Everton FC","England",69,0,1,0,0,1,0,0.25,0.25
"Robert Green","robert-green","19.01.1980",188,77,"Goalkeeper","Queens Park Rangers","England",69,0,1,0,0,1,0,0.25,0.25
"Steven Sidwell","steven-sidwell","14.12.1982",178,70,"Center Midfielder","Fulham FC","England",69,1,2,0,0,2,0,0.25,0.25
"Brou Angoua","brou-angoua","28.11.1986",178,69,"Center Back","Valenciennes FC","France",79,0,0,0,0,1,0,1,1
"Chu-Young Park","chu-young-park","10.07.1985",183,70,"Center Forward","Celta Vigo","Spain",79,0,0,0,0,1,0,0.25,0.5
"Gael Danic","gael-danic","19.11.1981",176,65,"Left Midfielder","Valenciennes FC","France",79,0,0,0,0,1,0,0,0
"Remi Gomis","remi-gomis","14.02.1984",180,74,"Defensive Midfielder","Valenciennes FC","France",79,0,0,0,0,1,0,1,1
"Andrija Delibasic","andrija-delibasic","24.04.1981",188,84,"Center Forward","Rayo Vallecano","Spain",80,0,0,1,0,1,0,0,0
"Mario Balotelli","mario-balotelli","12.08.1990",189,88,"Center Forward","Manchester City","England",80,1,1,0,1,1,0,1,1
"Marko Basa","marko-basa","29.12.1982",189,75,"Center Back","Lille OSC","France",80,1,0,1,0,1,0,0.25,0.25
"Milorad Pekovic","milorad-pekovic","05.08.1977",189,88,"Defensive Midfielder","SpVgg Greuther Furth","Germany",80,0,0,1,0,1,0,0,0.25
"Aaron Ramsey","aaron-ramsey","26.12.1990",178,76,"Center Midfielder","Arsenal FC","England",88,0,1,1,0,2,0,0,0
"Abdou Traore","abdou-traore_2","17.01.1988",180,74,"Right Midfielder","Girondins Bordeaux","France",88,0,0,1,0,1,0,0.75,0.75
"Abel Aguilar","abel-aguilar","06.01.1985",185,78,"Defensive Midfielder","Deportivo La Coruna","Spain",88,0,1,3,1,4,0,0.5,0.25
"Adam Pinter","adam-pinter","12.06.1988",190,76,"Center Back","Real Zaragoza","Spain",88,0,2,1,0,3,0,0,0
"Adil Rami","adil-rami","27.12.1985",190,88,"Center Back","Valencia CF","Spain",88,0,2,0,0,3,0,0,0.25
"Adrian Colunga","adrian-colunga","17.11.1984",171,69,"Center Forward","Getafe CF","Spain",88,2,0,7,2,10,0,0.25,0.25
"Adrian Mutu","adrian-mutu","08.01.1979",180,74,"Left Winger","AC Ajaccio","France",88,2,1,0,0,2,0,0.25,0.25
"Aduriz","aduriz","11.02.1981",182,78,"Center Forward","Athletic Bilbao","Spain",88,5,3,4,0,12,0,0.25,0.25
"Albelda","albelda","01.09.1977",181,77,"Defensive Midfielder","Valencia CF","Spain",88,0,7,6,6,17,0,0.25,0.25
"Alejandro Dominguez","alejandro-dominguez_2","10.06.1981",175,73,"Right Winger","Rayo Vallecano","Spain",88,1,2,1,2,4,0,0.25,0.25
"Alex Lopez","alex-lopez","11.01.1988",174,66,"Center Midfielder","Celta Vigo","Spain",88,0,0,1,0,2,0,0.25,0.25
"Alexander Meier","alexander-meier","17.01.1983",196,84,"Attacking Midfielder","Eintracht Frankfurt","Germany",88,0,0,1,0,1,0,0,0
"Alexis","alexis","04.08.1985",183,80,"Center Back","Getafe CF","Spain",88,3,4,8,8,15,0,0,0
"Alphonse Areola","alphonse-areola","27.02.1993",190,88,"Goalkeeper","Paris Saint-Germain","France",88,0,1,0,0,1,0,0.5,0.5
"Alvaro Vadillo","alvaro-vadillo","12.09.1994",180,69,"Left Winger","Real Betis","Spain",88,0,0,2,1,3,0,0.25,0.5
"Alvaro","alvaro_10","27.04.1991",182,71,"Center Forward","Getafe CF","Spain",88,1,1,7,0,9,0,0,0.25
"Amorebieta","amorebieta","29.03.1985",192,85,"Center Back","Athletic Bilbao","Spain",88,0,3,7,8,12,0,0,0
"Anatoliy Tymoshchuk","anatoliy-tymoshchuk","30.03.1979",181,75,"Defensive Midfielder","Bayern Munchen","Germany",88,0,1,1,0,2,0,0.25,0.25
"Anderson","anderson_7","13.04.1988",176,69,"Center Midfielder","Manchester United","England",88,0,1,0,0,1,0,0.75,0.75
"Andre Santos","andre-santos","08.03.1983",180,74,"Left Fullback","Arsenal FC","England",88,0,0,1,0,1,0,0.5,0.5
"Andreas Ottl","andreas-ottl","01.03.1985",185,77,"Defensive Midfielder","FC Augsburg","Germany",88,0,0,1,0,2,0,0,0
"Andres Tunez","andres-tunez","15.03.1987",187,83,"Center Back","Celta Vigo","Spain",88,0,1,0,0,3,0,0.25,0.25
"Andrija Delibasic","andrija-delibasic","24.04.1981",188,84,"Center Forward","Rayo Vallecano","Spain",88,0,0,1,0,1,0,0,0
"Andriy Voronin","andriy-voronin","21.07.1979",174,81,"Center Forward","Fortuna Dusseldorf","Germany",88,0,0,1,0,2,0,0,0
"Ansotegi","ansotegi","13.07.1982",192,84,"Center Back","Real Sociedad","Spain",88,0,0,1,0,1,0,0.25,0.25
"Aranda","aranda","27.07.1980",184,82,"Center Forward","Real Zaragoza","Spain",88,0,0,1,0,3,0,0.25,0.25
"Aranzubia","aranzubia","18.09.1979",184,80,"Goalkeeper","Deportivo La Coruna","Spain",88,0,4,6,0,16,0,0,0
"Arnold Mvuemba","arnold-mvuemba","28.01.1985",172,67,"Defensive Midfielder","Olympique Lyon","France",88,0,0,1,0,1,0,0.75,0.75
"Arthur Boka","arthur-boka","02.04.1983",166,67,"Left Fullback","VfB Stuttgart","Germany",88,0,1,0,0,2,0,1,1
"Artur Boruc","artur-boruc","20.02.1980",193,88,"Goalkeeper","Southampton FC","England",88,0,2,1,0,3,0,0,0.25
"Asenjo","asenjo_2","28.06.1989",189,85,"Goalkeeper","Atletico Madrid","Spain",88,0,3,0,0,4,0,0,0.25
"Ashley Cole","ashley-cole","20.12.1980",170,67,"Left Fullback","Chelsea FC","England",88,0,1,1,1,3,0,0.5,0.5
"Bacary Sagna","bacary-sagna","14.02.1983",176,72,"Right Fullback","Arsenal FC","England",88,0,2,1,1,3,0,1,1
"Barragan","barragan_3","12.06.1987",187,83,"Right Fullback","Valencia CF","Spain",88,0,3,2,1,6,0,0,0.25
"Bartra","bartra","15.01.1991",183,70,"Center Back","FC Barcelona","Spain",88,0,2,0,0,2,0,0,0
"Bastian Oczipka","bastian-oczipka","12.01.1989",184,87,"Left Fullback","Eintracht Frankfurt","Germany",88,0,1,0,1,1,0,0,0
"Bellvis","bellvis","24.04.1985",178,72,"Left Midfielder","Celta Vigo","Spain",88,0,0,2,0,2,0,0.25,0.25
"Blaise Matuidi","blaise-matuidi","09.04.1987",175,70,"Defensive Midfielder","Paris Saint-Germain","France",88,0,1,0,0,1,0,0.75,0.75
"Borja Oubina","borja-oubina","17.05.1982",180,75,"Defensive Midfielder","Celta Vigo","Spain",88,0,2,2,2,6,0,0.25,0.25
"Brad Friedel","brad-friedel","18.05.1971",193,91,"Goalkeeper","Tottenham Hotspur","England",88,0,0,0,0,1,0,0.25,0.25
"Brett Holman","brett-holman","27.03.1984",176,75,"Attacking Midfielder","Aston Villa","England",88,0,0,0,0,1,0,0,0
"Bryan Ruiz","bryan-ruiz","18.08.1985",186,70,"Right Winger","Fulham FC","England",88,1,0,1,0,2,0,0,0.25
"Bueno","bueno","20.03.1988",178,64,"Center Forward","Real Valladolid","Spain",88,0,1,1,0,4,0,0.25,0.25
"Busquets","busquets_2","16.07.1988",189,73,"Defensive Midfielder","FC Barcelona","Spain",88,1,10,4,9,16,0,0.25,0.25
"Calatayud","calatayud","21.12.1979",191,88,"Goalkeeper","RCD Mallorca","Spain",88,0,3,2,1,6,0,0,0
"Carl Jenkinson","carl-jenkinson","08.02.1992",185,77,"Right Fullback","Arsenal FC","England",88,0,0,1,0,1,0,0,0.25
"Carlos Kameni","carlos-kameni","18.02.1984",184,78,"Goalkeeper","Malaga CF","Spain",88,0,2,6,2,12,1,1,1
"Carlos Martinez","carlos-martinez_2","09.04.1986",189,79,"Right Fullback","Real Sociedad","Spain",88,0,4,3,1,8,0,0,0.25
"Carlos Tevez","carlos-tevez","05.02.1984",171,75,"Left Winger","Manchester City","England",88,0,1,0,0,2,0,0.5,0.5
"Carlos Zambrano","carlos-zambrano","10.07.1989",185,78,"Center Back","Eintracht Frankfurt","Germany",88,0,1,0,0,1,0,0.25,0.25
"Castillo","castillo_8","29.03.1986",182,71,"Left Fullback","Athletic Bilbao","Spain",88,0,0,1,1,1,0,0,0
"Cedric Carrasso","cedric-carrasso","30.12.1981",192,87,"Goalkeeper","Girondins Bordeaux","France",88,0,1,1,0,4,0,0.25,0.25
"Cedric Kante","cedric-kante","06.07.1979",181,77,"Center Back","FC Sochaux","France",88,0,0,0,0,1,0,0.5,0.5
"Cesc Fabregas","cesc-fabregas","04.05.1987",179,75,"Center Midfielder","FC Barcelona","Spain",88,4,6,3,1,10,0,0.25,0.25
"Christian Benteke","christian-benteke","03.12.1990",190,83,"Center Forward","Aston Villa","England",88,0,0,0,0,1,0,0.75,0.75
"Christian Fuchs","christian-fuchs","07.04.1986",186,84,"Left Fullback","FC Schalke 04","Germany",88,0,0,0,0,1,0,0,0
"Chu-Young Park","chu-young-park","10.07.1985",183,70,"Center Forward","Celta Vigo","Spain",88,1,1,0,0,2,0,0.25,0.5
"Cicinho","cicinho_2","04.08.1986",173,63,"Right Fullback","Sevilla FC","Spain",88,0,1,0,0,1,0,0,0
"Ciprian Marica","ciprian-marica","02.10.1985",185,80,"Right Winger","FC Schalke 04","Germany",88,2,2,1,0,3,0,0,0.25
"Cisma","cisma","09.02.1982",184,76,"Left Fullback","Atletico Madrid","Spain",88,0,3,2,3,7,0,0.25,0
"Cristian Alvarez","cristian-alvarez_3","13.11.1985",186,88,"Goalkeeper","Espanyol Barcelona","Spain",88,0,1,4,0,5,0,0.25,0.25
"Cristian Bustos","cristian-bustos","29.05.1983",177,73,"Defensive Midfielder","Celta Vigo","Spain",88,0,0,0,0,1,0,0.25,0.5
"Cristian Molinaro","cristian-molinaro","30.07.1983",178,72,"Left Fullback","VfB Stuttgart","Germany",88,0,0,0,0,1,0,0.25,0.25
"Cristian Tello","cristian-tello","11.08.1991",178,65,"Left Winger","FC Barcelona","Spain",88,0,3,2,0,5,0,0.25,0.25
"Crusat","crusat","13.05.1982",165,65,"Left Midfielder","Wigan Athletic","England",88,0,3,0,1,4,0,0,0
"Damien Perquis","damien-perquis","10.04.1984",184,78,"Center Back","Real Betis","Spain",88,0,1,3,2,4,0,0,0
"Daniel Van Buyten","daniel-van-buyten","07.02.1978",197,95,"Center Back","Bayern Munchen","Germany",88,0,1,2,0,3,0,0.25,0.25
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",88,0,1,0,0,1,0,0.25,0.25
"Davide Santon","davide-santon","02.01.1991",187,77,"Left Fullback","Newcastle United","England",88,0,1,0,0,1,0,0,0.25
"De la Bella","de-la-bella","02.12.1985",182,82,"Left Fullback","Real Sociedad","Spain",88,1,4,2,1,6,0,0.25,0.25
"De Lucas","de-lucas","17.08.1978",175,68,"Attacking Midfielder","Celta Vigo","Spain",88,1,2,1,2,4,0,0.5,0.25
"Diego Buonanotte","diego-buonanotte","19.04.1988",161,60,"Attacking Midfielder","Malaga CF","Spain",88,0,1,0,0,1,0,0.25,0.25
"Diego Castro","diego-castro","02.07.1982",174,67,"Left Winger","Getafe CF","Spain",88,2,3,7,4,12,0,0.25,0.25
"Diego Colotto","diego-colotto","10.03.1981",184,83,"Center Back","Espanyol Barcelona","Spain",88,3,2,2,2,5,0,0.25,0.25
"Diego Ifran","diego-ifran","08.06.1987",174,76,"Center Forward","Real Sociedad","Spain",88,0,3,1,0,4,0,0.25,0.5
"Dimitar Berbatov","dimitar-berbatov","30.01.1981",188,79,"Center Forward","Fulham FC","England",88,2,2,0,0,2,0,0.25,0.25
"Dominik Reinhardt","dominik-reinhardt","19.12.1984",188,78,"Right Fullback","FC Augsburg","Germany",88,0,0,1,0,1,0,0,0
"Doni","doni","22.10.1979",194,89,"Goalkeeper","Liverpool FC","England",88,0,1,0,0,1,0,0.25,0.25
"Duda","duda_2","27.06.1980",175,71,"Left Midfielder","Malaga CF","Spain",88,3,7,5,4,14,1,0.25,0.25
"Eden Hazard","eden-hazard","07.01.1991",170,69,"Right Winger","Chelsea FC","England",88,0,0,0,0,1,0,0.25,0.25
"Edin Dzeko","edin-dzeko","17.03.1986",193,84,"Center Forward","Manchester City","England",88,1,1,0,1,2,0,0.25,0.25
"Ekiza","ekiza","06.03.1988",180,73,"Center Back","Athletic Bilbao","Spain",88,0,1,2,1,3,0,0,0.25
"Eliseu","eliseu","01.10.1983",177,74,"Left Midfielder","Malaga CF","Spain",88,4,6,6,2,12,0,0.75,0.75
"Emanuel Pogatetz","emanuel-pogatetz","16.01.1983",189,90,"Center Back","VfL Wolfsburg","Germany",88,0,0,0,0,1,0,0.25,0.25
"Emiliano Armenteros","emiliano-armenteros","18.01.1986",179,78,"Left Midfielder","CA Osasuna","Spain",88,1,2,0,0,3,0,0.5,0.5
"Emre Belozoglu","emre-beloezoglu","07.09.1980",170,68,"Center Midfielder","Atletico Madrid","Spain",88,0,0,1,1,1,0,0.25,0.25
"Erwin Hoffer","erwin-hoffer","14.04.1987",177,72,"Center Forward","Eintracht Frankfurt","Germany",88,0,0,0,0,1,0,0,0.25
"Fabian Orellana","fabian-orellana","27.01.1986",169,70,"Right Winger","Granada CF","Spain",88,0,1,1,0,2,0,0.5,0.5
"Fabricio Coloccini","fabricio-coloccini","22.01.1982",183,76,"Center Back","Newcastle United","England",88,0,7,3,4,13,0,0.25,0.25
"Federico Fazio","federico-fazio","17.03.1987",195,90,"Center Back","Sevilla FC","Spain",88,1,7,2,1,12,0,0.25,0.5
"Felipe Santana","felipe-santana","17.03.1986",194,80,"Center Back","Borussia Dortmund","Germany",88,0,1,0,0,1,0,0.75,0.75
"Fernando Gago","fernando-gago","10.04.1986",178,74,"Defensive Midfielder","Valencia CF","Spain",88,0,7,2,4,11,0,0.25,0.25
"Fernando Navarro","fernando-navarro","25.06.1982",176,69,"Left Fullback","Sevilla FC","Spain",88,0,2,6,3,17,0,0,0.25
"Fernando Torres","fernando-torres","20.03.1984",183,70,"Center Forward","Chelsea FC","England",88,5,2,3,2,9,0,0,0.25
"Francis Coquelin","francis-coquelin","13.05.1991",178,73,"Defensive Midfielder","Arsenal FC","England",88,0,0,2,1,2,0,0.5,0.5
"Franck Ribery","franck-ribery","07.04.1983",170,72,"Left Midfielder","Bayern Munchen","Germany",88,0,1,2,0,4,0,0.25,0.25
"Francois Clerc","francois-clerc","18.04.1983",186,77,"Right Fullback","AS Saint-Etienne","France",88,0,1,0,0,1,0,0,0
"Gael Danic","gael-danic","19.11.1981",176,65,"Left Midfielder","Valenciennes FC","France",88,0,0,1,0,1,0,0,0
"Gareth Bale","gareth-bale","16.07.1989",183,74,"Left Winger","Tottenham Hotspur","England",88,0,1,2,1,3,0,0.25,0.25
"Gareth Barry","gareth-barry","23.02.1981",184,78,"Center Midfielder","Manchester City","England",88,0,1,0,0,2,0,0,0.25
"Gary Caldwell","gary-caldwell","12.04.1982",180,74,"Center Back","Wigan Athletic","England",88,0,0,1,0,2,0,0,0
"Geoffrey Kondogbia","geoffrey-kondogbia","15.02.1993",188,76,"Defensive Midfielder","Sevilla FC","Spain",88,1,2,0,1,2,0,0.75,1
"Gervinho","gervinho","27.05.1987",179,68,"Right Winger","Arsenal FC","England",88,0,1,1,0,2,0,0.75,0.75
"Giorgios Karagounis","giorgios-karagounis","06.03.1977",176,83,"Attacking Midfielder","Fulham FC","England",88,0,0,0,0,2,0,0,0
"Giovani Dos Santos","giovani-dos-santos","11.05.1989",175,74,"Right Winger","RCD Mallorca","Spain",88,2,4,1,2,6,0,0.75,0.75
"Giovanni Sio","giovanni-sio","31.03.1989",181,77,"Left Midfielder","FC Augsburg","Germany",88,0,0,1,0,1,0,0.75,0.75
"Gonzalo Higuai-n","gonzalo-higuain","10.12.1987",184,82,"Center Forward","Real Madrid","Spain",88,9,12,4,3,20,0,0,0.25
"Gregory Bourillon","gregory-bourillon","01.07.1984",187,76,"Center Back","FC Lorient","France",88,0,1,1,0,2,0,0.25,0.25
"Gregory Sertic","gregory-sertic","05.08.1989",181,69,"Left Midfielder","Girondins Bordeaux","France",88,0,0,1,0,2,0,0,0.25
"Gustavo Munua","gustavo-munua","27.01.1978",188,87,"Goalkeeper","Levante UD","Spain",88,0,1,2,0,7,0,0.5,0.5
"Gylfi Sigurdsson","gylfi-sigurdsson","08.09.1989",186,77,"Attacking Midfielder","Tottenham Hotspur","England",88,0,0,0,0,1,0,0,0
"Henrique","henrique","02.05.1983",188,87,"Center Back","Girondins Bordeaux","France",88,0,0,2,0,2,1,0.75,0.75
"Holger Badstuber","holger-badstuber","13.03.1989",190,83,"Center Back","Bayern Munchen","Germany",88,0,0,2,0,2,0,0,0
"Igor de Camargo","igor-de-camargo","12.05.1983",187,83,"Center Forward","Bor. Monchengladbach","Germany",88,2,1,0,0,1,0,0.5,0.5
"Iraola","iraola","22.06.1982",182,75,"Right Fullback","Athletic Bilbao","Spain",88,4,4,13,2,23,0,0,0.25
"Ivan Obradovic","ivan-obradovic","25.07.1988",181,74,"Left Fullback","Real Zaragoza","Spain",88,0,2,1,0,3,0,0,0.25
"Jaime","jaime_11","10.12.1980",188,80,"Goalkeeper","Real Valladolid","Spain",88,0,0,0,0,1,0,0,0
"Jaroslav Plasil","jaroslav-plasil","05.01.1982",183,72,"Right Midfielder","Girondins Bordeaux","France",88,0,1,1,0,2,0,0.25,0.25
"Javi Fuego","javi-fuego","04.01.1984",181,74,"Defensive Midfielder","Rayo Vallecano","Spain",88,0,5,6,5,11,0,0,0.25
"Javi Guerra","javi-guerra","15.03.1983",179,77,"Center Forward","Real Valladolid","Spain",88,1,1,0,0,3,0,0,0.25
"Javier Mascherano","javier-mascherano","08.06.1984",174,74,"Defensive Midfielder","FC Barcelona","Spain",88,0,6,4,1,12,0,0.25,0.25
"Jean-Christophe Bahebeck","jean-christophe-bahebeck","01.05.1993",182,76,"Center Forward","ESTAC Troyes","France",88,1,1,0,0,1,0,0.75,1
"Jefferson Farfan","jefferson-farfan","26.10.1984",178,84,"Left Winger","FC Schalke 04","Germany",88,0,1,0,1,1,0,0.75,0.75
"Jeremie Brechet","jeremie-brechet","14.08.1979",186,76,"Center Back","ESTAC Troyes","France",88,0,0,1,1,1,0,0,0.25
"Jeremy Mathieu","jeremy-mathieu","29.10.1983",192,83,"Left Fullback","Valencia CF","Spain",88,1,4,2,0,7,0,0,0
"Jermaine Jenas","jermaine-jenas","18.02.1983",179,76,"Center Midfielder","Nottingham Forest","England",88,0,1,0,0,1,0,0.25,0.25
"Jimmy Briand","jimmy-briand","02.08.1985",180,74,"Center Forward","Olympique Lyon","France",88,2,2,3,0,5,0,0.5,0.75
"Joan Tomas","joan-tomas","17.05.1985",167,70,"Left Winger","Celta Vigo","Spain",88,0,1,0,0,1,0,0.25,0.25
"Johan Djourou","johan-djourou","18.01.1987",191,83,"Center Back","Arsenal FC","England",88,0,1,1,0,3,0,0.75,0.75
"Johannes Flum","johannes-flum","14.12.1987",190,80,"Defensive Midfielder","SC Freiburg","Germany",88,0,1,0,0,1,0,0.25,0.25
"John O'Shea","john-oshea","30.04.1981",190,75,"Center Back","Sunderland AFC","England",88,0,0,0,0,2,0,0,0.25
"Joleon Lescott","joleon-lescott","16.08.1982",188,83,"Center Back","Manchester City","England",88,0,1,0,0,1,0,0.5,0.5
"Jonas Hofmann","jonas-hofmann","14.07.1992",176,67,"Right Midfielder","Borussia Dortmund","Germany",88,0,0,1,0,1,0,0,0
"Jonny Evans","jonny-evans","02.01.1988",188,77,"Center Back","Manchester United","England",88,0,1,0,0,1,0,0,0
"Jose Callejon","jose-callejon","11.02.1987",179,73,"Center Forward","Real Madrid","Spain",88,0,4,7,0,14,0,0,0
"Jose Enrique","jose-enrique","23.01.1986",184,82,"Left Fullback","Liverpool FC","England",88,0,0,1,0,2,0,0,0
"Juan Bernat","juan-bernat","01.03.1993",172,67,"Left Fullback","Valencia CF","Spain",88,1,2,1,0,4,0,0.25,0.25
"Juan Carlos","juan-carlos_11","30.03.1990",176,68,"Left Midfielder","Real Betis","Spain",88,0,1,2,1,3,0,0.25,0.25
"Juanfran","juanfran_4","11.09.1988",179,72,"Right Winger","Real Madrid","Spain",88,0,1,1,0,3,0,0.5,0.75
"Juanmi","juanmi_4","20.05.1993",170,63,"Center Forward","Malaga CF","Spain",88,1,2,1,0,3,0,0.25,0.5
"Julian Draxler","julian-draxler","20.09.1993",185,74,"Attacking Midfielder","FC Schalke 04","Germany",88,1,1,0,0,1,0,0,0
"Kaka","kaka","22.04.1982",186,78,"Attacking Midfielder","Real Madrid","Spain",88,1,5,1,1,7,0,0,0
"Kevin De Bruyne","kevin-de-bruyne","28.06.1991",181,76,"Attacking Midfielder","Werder Bremen","Germany",88,0,0,0,0,1,0,0,0
"Klaas-Jan Huntelaar","klaas-jan-huntelaar","12.08.1983",186,78,"Center Forward","FC Schalke 04","Germany",88,3,5,1,1,6,0,0,0.25
"Leighton Baines","leighton-baines","11.12.1984",170,74,"Left Fullback","Everton FC","England",88,0,1,0,0,1,0,0.25,0.25
"Leon Andreasen","leon-andreasen","23.04.1983",188,81,"Defensive Midfielder","Hannover 96","Germany",88,0,1,1,1,3,0,0,0.25
"Leon Osman","leon-osman","17.05.1981",172,68,"Right Midfielder","Everton FC","England",88,0,1,0,0,1,0,0,0
"Liassine Cadamuro","liassine-cadamuro","05.03.1988",188,81,"Center Back","Real Sociedad","Spain",88,0,0,1,1,2,0,0.5,0.25
"Llorente","llorente","26.02.1985",195,94,"Center Forward","Athletic Bilbao","Spain",88,10,5,9,0,19,0,0,0
"Lucena","lucena","18.11.1982",186,81,"Defensive Midfielder","Granada CF","Spain",88,0,0,1,0,1,0,0,0
"Luka Modric","luka-modric","09.09.1985",174,65,"Attacking Midfielder","Real Madrid","Spain",88,0,2,4,2,9,0,0,0
"Lukas Podolski","lukas-podolski","04.06.1985",180,80,"Center Forward","Arsenal FC","England",88,0,1,1,0,3,0,0,0
"Lukasz Piszczek","lukasz-piszczek","03.06.1985",184,78,"Right Fullback","Borussia Dortmund","Germany",88,0,0,1,0,1,0,0,0
"Luuk de Jong","luuk-de-jong","27.08.1990",188,86,"Center Forward","Bor. Monchengladbach","Germany",88,1,0,0,0,1,0,0,0
"Mainz","mainz","29.12.1982",187,80,"Center Back","Granada CF","Spain",88,0,0,2,0,3,0,0,0.25
"Manuel Friedrich","manuel-friedrich","13.09.1979",189,87,"Center Back","Bayer Leverkusen","Germany",88,0,0,1,0,1,0,0,0
"Manuel Iturra","manuel-iturra","23.06.1984",174,65,"Defensive Midfielder","Malaga CF","Spain",88,0,0,2,1,2,0,0,0
"Manuel Neuer","manuel-neuer","27.03.1986",193,92,"Goalkeeper","Bayern Munchen","Germany",88,0,0,1,0,1,0,0.25,0.25
"Manuel Pablo","manuel-pablo","25.01.1976",176,80,"Right Fullback","Deportivo La Coruna","Spain",88,0,6,3,1,12,0,0.5,0.25
"Marchena","marchena","31.07.1979",183,78,"Center Back","Deportivo La Coruna","Spain",88,2,5,8,7,15,0,0.25,0.5
"Mario Balotelli","mario-balotelli","12.08.1990",189,88,"Center Forward","Manchester City","England",88,0,0,1,1,2,0,1,1
"Mario Mandzukic","mario-mandzukic","21.05.1986",187,84,"Center Forward","Bayern Munchen","Germany",88,0,0,2,1,4,0,0.25,0.25
"Mario Suarez","mario-suarez","24.02.1987",188,80,"Defensive Midfielder","Atletico Madrid","Spain",88,0,4,4,5,10,0,0.25,0.5
"Markel Bergara","markel-bergara","05.05.1986",181,78,"Defensive Midfielder","Real Sociedad","Spain",88,0,3,2,1,6,0,0,0
"Marko Arnautovic","marko-arnautovic","19.04.1989",192,83,"Right Winger","Werder Bremen","Germany",88,0,0,2,0,3,0,0,0.25
"Marouane Fellaini","marouane-fellaini","22.11.1987",194,85,"Defensive Midfielder","Everton FC","England",88,0,0,0,0,1,0,0.25,0.25
"Martin Demichelis","martin-demichelis","20.12.1980",184,80,"Center Back","Malaga CF","Spain",88,0,4,2,0,7,0,0.25,0.25
"Martin Harnik","martin-harnik","10.06.1987",185,73,"Center Forward","VfB Stuttgart","Germany",88,0,1,0,0,2,0,0,0
"Martin Lanig","martin-lanig","11.07.1984",190,79,"Defensive Midfielder","Eintracht Frankfurt","Germany",88,1,1,0,0,1,0,0,0
"Martin Montoya","martin-montoya","14.04.1991",174,74,"Right Fullback","FC Barcelona","Spain",88,0,2,0,0,2,0,0.25,0.5
"Martin Stranzl","martin-stranzl","16.06.1980",190,83,"Center Back","Bor. Monchengladbach","Germany",88,0,0,1,0,2,0,0.25,0.25
